LocationAbbr,LocationDesc,MortalityPer100k
NC,Martin County,319.4
NC,Mecklenburg County,177.3
NC,Mitchell County,268.8
NC,Montgomery County,230.1
NC,Moore County,184.2
NC,Nash County,255.8
NC,New Hanover County,255.8
NC,Northampton County,256.3
NC,Onslow County,275.6
NC,Orange County,172.2
NC,Pamlico County,245.8
NC,Pasquotank County,328.4
NC,Pender County,267.9
NC,Perquimans County,324.1
NC,Person County,231.1
NC,Pitt County,231.8
NC,Polk County,206
NC,Randolph County,272.3
NC,Richmond County,318.5
NC,Robeson County,327.7
NC,Rockingham County,305.6
NC,Rowan County,289.6
NC,Rutherford County,281.5
NC,Sampson County,290.1
NC,Scotland County,257.9
NC,Stanly County,362.2
NC,Stokes County,257.6
NC,Surry County,268.9
NC,Swain County,267.8
NC,Transylvania County,202.8
NC,Tyrrell County,269.1
NC,Union County,273
NC,Vance County,241.5
NC,Wake County,197.1
NC,Warren County,258.4
NC,Washington County,297.7
NC,Watauga County,236.4
NC,Wayne County,273.5
NC,Wilkes County,246.6
NC,Wilson County,265.2
NC,Yadkin County,288.3
NC,Yancey County,247.1
NC,Alamance County,331.8
NC,Alexander County,420.9
NC,Alleghany County,317.6
NC,Anson County,477.3
NC,Ashe County,366.6
NC,Avery County,332.3
NC,Beaufort County,397.5
NC,Bertie County,377.3
NC,Bladen County,522.7
NC,Brunswick County,345.7
NC,Buncombe County,491.1
NC,Burke County,396.9
NC,Cabarrus County,385.9
NC,Caldwell County,363.7
NC,Camden County,444.5
NC,Carteret County,390.3
NC,Caswell County,355.2
NC,Catawba County,433.5
NC,Chatham County,321
NC,Cherokee County,
NC,Chowan County,340
NC,Clay County,
NC,Cleveland County,463.1
NC,Columbus County,629
NC,Craven County,384.2
NC,Cumberland County,411.3
NC,Currituck County,378.2
NC,Dare County,422.1
NC,Davidson County,318.1
NC,Davie County,370.4
NC,Duplin County,342.4
NC,Durham County,306.3
NC,Edgecombe County,373.3
NC,Forsyth County,352.6
NC,Franklin County,365.1
NC,Gaston County,393.2
NC,Gates County,375.9
NC,Graham County,352.9
NC,Granville County,333.8
NC,Greene County,345
NC,Guilford County,337.6
NC,Halifax County,382.1
NC,Harnett County,389.7
NC,Haywood County,465.2
NC,Henderson County,438.2
NC,Hertford County,361.7
NC,Hoke County,405.5
NC,Hyde County,404.7
NC,Iredell County,400.1
NC,Jackson County,432.3
NC,Johnston County,335.7
NC,Jones County,378.4
NC,Lee County,377.5
NC,Lenoir County,366.5
NC,Lincoln County,392
NC,McDowell County,466.2
NC,Macon County,428.2
NC,Madison County,434.7
NC,Martin County,388.6
NC,Mecklenburg County,322.5
NC,Mitchell County,357.4
NC,Montgomery County,395.1
NC,Moore County,400.8
NC,Nash County,364.1
NC,New Hanover County,434.9
NC,Northampton County,381.2
NC,Onslow County,346.8
NC,Orange County,310
NC,Pamlico County,402.6
NC,Pasquotank County,489.4
NC,Pender County,327.4
NC,Perquimans County,418.4
NC,Person County,341.8
NC,Pitt County,373.7
NC,Polk County,381.6
NC,Randolph County,329.2
NC,Richmond County,424.4
NC,Robeson County,396.7
NC,Rockingham County,347.5
NC,Rowan County,386.6
NC,Rutherford County,490.1
NC,Sampson County,358.7
NC,Scotland County,424.1
NC,Stanly County,452.6
NC,Stokes County,348.6
NC,Surry County,356.6
NC,Swain County,327.6
NC,Transylvania County,414.9
NC,Tyrrell County,453.9
NC,Union County,358.4
NC,Vance County,415.3
NC,Wake County,301
NC,Warren County,399.4
NC,Washington County,418.5
NC,Watauga County,323.5
NC,Wayne County,339.4
NC,Wilkes County,405.8
NC,Wilson County,353.3
NC,Yadkin County,381.9
NC,Yancey County,462.5
NC,Alamance County,446.3
NC,Alexander County,536.1
NC,Alleghany County,
NC,Anson County,662.3
NC,Ashe County,
NC,Avery County,267
NC,Beaufort County,555.7
NC,Bertie County,485.2
NC,Bladen County,689.9
NC,Brunswick County,491.3
NC,Buncombe County,662.4
NC,Burke County,517.6
NC,Cabarrus County,439.5
NC,Caldwell County,447.9
NC,Camden County,563
NC,Carteret County,555.5
NC,Caswell County,475.3
NC,Catawba County,549.2
NC,Chatham County,446
NC,Cherokee County,
NC,Chowan County,438.4
NC,Clay County,
NC,Cleveland County,693.6
NC,Columbus County,772.9
NC,Craven County,546.5
NC,Cumberland County,504.7
NC,Currituck County,545.1
NC,Dare County,626.9
NC,Davidson County,367.4
NC,Davie County,507.7
NC,Duplin County,467.3
NC,Durham County,432.5
NC,Edgecombe County,492.5
NC,Forsyth County,478.5
NC,Franklin County,447.6
NC,Gaston County,568
NC,Gates County,484.7
NC,Graham County,
NC,Granville County,429.3
NC,Greene County,461.3
NC,Guilford County,441.6
NC,Halifax County,486.6
NC,Harnett County,534.9
NC,Haywood County,593.9
NC,Henderson County,582.5
NC,Hertford County,448.6
NC,Hoke County,504.2
NC,Hyde County,587.5
NC,Iredell County,498.8
NC,Jackson County,502.7
NC,Johnston County,383.3
NC,Jones County,542.8
NC,Lee County,528.1
NC,Lenoir County,529.7
NC,Lincoln County,446
NC,McDowell County,748
NC,Macon County,521.6
NC,Madison County,571.4
NC,Martin County,508.4
NC,Mecklenburg County,423.6
NC,Mitchell County,458.9
NC,Montgomery County,613.7
NC,Moore County,511.3
NC,Nash County,461
NC,New Hanover County,534.6
NC,Northampton County,484.5
NC,Onslow County,473.5
NC,Orange County,453
NC,Pamlico County,577.2
NC,Pasquotank County,497
NC,Pender County,388.5
NC,Perquimans County,462.7
NC,Person County,448.3
NC,Pitt County,518.5
NC,Polk County,468
NC,Randolph County,433.4
NC,Richmond County,566
NC,Robeson County,532.5
NC,Rockingham County,462.6
NC,Rowan County,552.8
NC,Rutherford County,657.3
NC,Sampson County,508.5
NC,Scotland County,520.5
NC,Stanly County,720.4
NC,Stokes County,465.3
NC,Surry County,462.4
NC,Swain County,355.5
NC,Transylvania County,510.8
NC,Tyrrell County,660.2
NC,Union County,448.6
NC,Vance County,514.2
NC,Wake County,372
NC,Warren County,509.8
NC,Washington County,547.7
NC,Watauga County,363.5
NC,Wayne County,425.5
NC,Wilkes County,526.3
NC,Wilson County,464.4
NC,Yadkin County,511.2
NC,Yancey County,623.2
NC,Alamance County,259.3
NC,Alexander County,327.4
NC,Alleghany County,
NC,Anson County,341
NC,Ashe County,
NC,Avery County,219.3
NC,Beaufort County,305.8
NC,Bertie County,305.2
NC,Bladen County,396.8
NC,Brunswick County,273.6
NC,Buncombe County,371.2
NC,Burke County,323.9
NC,Cabarrus County,314.8
NC,Caldwell County,309.9
NC,Camden County,352.7
NC,Carteret County,272.1
NC,Caswell County,269.6
NC,Catawba County,338.5
NC,Chatham County,243.8
NC,Cherokee County,
NC,Chowan County,260.9
NC,Clay County,
NC,Cleveland County,354.2
NC,Columbus County,499.4
NC,Craven County,285.7
NC,Cumberland County,343.3
NC,Currituck County,282.9
NC,Dare County,
NC,Davidson County,274.7
NC,Davie County,286.4
NC,Duplin County,254.4
NC,Durham County,240.5
NC,Edgecombe County,293.8
NC,Forsyth County,273.8
NC,Franklin County,282.4
NC,Gaston County,295.4
NC,Gates County,316.9
NC,Graham County,
NC,Granville County,255.9
NC,Greene County,267.8
NC,Guilford County,269.5
NC,Halifax County,304.2
NC,Harnett County,286.9
NC,Haywood County,376.4
NC,Henderson County,326.3
NC,Hertford County,297.6
NC,Hoke County,335.1
NC,Hyde County,281.2
NC,Iredell County,298.7
NC,Jackson County,374.8
NC,Johnston County,267.3
NC,Jones County,264.3
NC,Lee County,282.4
NC,Lenoir County,276.4
NC,Lincoln County,311.7
NC,McDowell County,345.7
NC,Macon County,371
NC,Madison County,339.2
NC,Martin County,300.9
NC,Mecklenburg County,258.1
NC,Mitchell County,
NC,Montgomery County,279.7
NC,Moore County,323.3
NC,Nash County,273.1
NC,New Hanover County,343.4
NC,Northampton County,303.3
NC,Onslow County,256.7
NC,Orange County,227.4
NC,Pamlico County,286
NC,Pasquotank County,457.5
NC,Pender County,307
NC,Perquimans County,339.2
NC,Person County,251.5
NC,Pitt County,287.2
NC,Polk County,318.9
NC,Randolph County,260.1
NC,Richmond County,335.4
NC,Robeson County,313.6
NC,Rockingham County,274.6
NC,Rowan County,301.8
NC,Rutherford County,366.4
NC,Sampson County,283.4
NC,Scotland County,357.6
NC,Stanly County,312.8
NC,Stokes County,278.2
NC,Surry County,291.3
NC,Swain County,
NC,Transylvania County,324.6
NC,Tyrrell County,319.9
NC,Union County,312.5
NC,Vance County,335.8
NC,Wake County,255.3
NC,Warren County,315.7
NC,Washington County,308.1
NC,Watauga County,
NC,Wayne County,259.3
NC,Wilkes County,306.8
NC,Wilson County,284.8
NC,Yadkin County,296.7
NC,Yancey County,344.5
NC,Alamance County,82.6
NC,Alexander County,88.8
NC,Alleghany County,
NC,Anson County,253.3
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,68.3
NC,Brunswick County,89.6
NC,Buncombe County,93.5
NC,Burke County,174.4
NC,Cabarrus County,107
NC,Caldwell County,75.1
NC,Camden County,
NC,Carteret County,
NC,Caswell County,12.9
NC,Catawba County,96.1
NC,Chatham County,66.1
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,102.5
NC,Columbus County,66.9
NC,Craven County,93
NC,Cumberland County,117.1
NC,Currituck County,167.5
NC,Dare County,
NC,Davidson County,85.2
NC,Davie County,83.5
NC,Duplin County,169.1
NC,Durham County,59.4
NC,Edgecombe County,84
NC,Forsyth County,95.3
NC,Franklin County,100.8
NC,Gaston County,61.9
NC,Gates County,
NC,Graham County,
NC,Granville County,72
NC,Greene County,64
NC,Guilford County,93.4
NC,Halifax County,
NC,Harnett County,136.9
NC,Haywood County,92.6
NC,Henderson County,115.7
NC,Hertford County,
NC,Hoke County,100
NC,Hyde County,
NC,Iredell County,109.7
NC,Jackson County,
NC,Johnston County,95.3
NC,Jones County,141.8
NC,Lee County,156.5
NC,Lenoir County,162
NC,Lincoln County,133.4
NC,McDowell County,73.3
NC,Macon County,
NJ,New Jersey,390.3
NC,Madison County,96.4
NC,Martin County,
NC,Mecklenburg County,132.3
NC,Mitchell County,
NC,Montgomery County,38.7
NC,Moore County,84.1
NC,Nash County,128.5
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,120.9
NC,Orange County,58
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,59.4
NC,Perquimans County,
NC,Person County,4.4
NC,Pitt County,106.4
NC,Polk County,130.2
NC,Randolph County,77.2
NC,Richmond County,
NC,Robeson County,100.4
NC,Rockingham County,94.9
NC,Rowan County,110.1
NC,Rutherford County,160.1
NC,Sampson County,72.7
NC,Scotland County,91.7
NC,Stanly County,57
NC,Stokes County,97.5
NC,Surry County,102.2
NC,Swain County,
NC,Transylvania County,131.9
NC,Tyrrell County,
NC,Union County,124.6
NC,Vance County,
NC,Wake County,95.7
NC,Warren County,138
NC,Washington County,
NC,Watauga County,
NC,Wayne County,98
NC,Wilkes County,81.6
NC,Wilson County,241.5
NC,Yadkin County,91.2
NC,Yancey County,
NC,Alamance County,189.9
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,307.9
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,69.9
NC,Brunswick County,137.5
NC,Buncombe County,
NC,Burke County,
NC,Cabarrus County,135.7
NC,Caldwell County,
NC,Camden County,
NC,Carteret County,
NC,Caswell County,134.2
NC,Catawba County,
NC,Chatham County,74.7
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,
NC,Columbus County,106.7
NC,Craven County,
NC,Cumberland County,128.6
NC,Currituck County,127.5
NC,Dare County,
NC,Davidson County,137.8
NC,Davie County,66.5
NC,Duplin County,179.7
NC,Durham County,82.1
NC,Edgecombe County,78.4
NC,Forsyth County,124.8
NC,Franklin County,76.2
NC,Gaston County,72.6
NC,Gates County,
NC,Graham County,
NC,Granville County,112.4
NC,Greene County,26.4
NC,Guilford County,156.1
NC,Halifax County,
NC,Harnett County,292.2
NC,Haywood County,
NC,Henderson County,170.8
NC,Hertford County,
NC,Hoke County,108.5
NC,Hyde County,
NC,Iredell County,59
NC,Jackson County,
NC,Johnston County,171.4
NC,Jones County,
NC,Lee County,291.5
NC,Lenoir County,64.3
NC,Lincoln County,74.6
NC,McDowell County,
NC,Macon County,
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,145.7
NC,Mitchell County,
NC,Montgomery County,49.2
NC,Moore County,54.2
NC,Nash County,196.5
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,126.2
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,50.1
NC,Perquimans County,
NC,Person County,80
NC,Pitt County,39.8
NC,Polk County,130.5
NC,Randolph County,114.7
NC,Richmond County,
NC,Robeson County,165.6
NC,Rockingham County,117.8
NC,Rowan County,341.5
NC,Rutherford County,181.2
NC,Sampson County,63.7
NC,Scotland County,
NC,Stanly County,128.3
NC,Stokes County,131.3
NC,Surry County,158.2
NC,Swain County,
NC,Transylvania County,101.6
NC,Tyrrell County,
NC,Union County,225.2
NC,Vance County,
NC,Wake County,85.6
NC,Warren County,252.7
NC,Washington County,
NC,Watauga County,
NC,Wayne County,64.4
NC,Wilkes County,
NC,Wilson County,407.8
NC,Yadkin County,71.7
NC,Yancey County,
NC,Alamance County,21.3
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,
NC,Brunswick County,
NC,Buncombe County,
NC,Burke County,174.3
NC,Cabarrus County,59.6
NC,Caldwell County,
NC,Camden County,
NC,Carteret County,
NC,Caswell County,
NC,Catawba County,132.1
NC,Chatham County,48.5
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,113.5
NC,Columbus County,
NC,Craven County,
NC,Cumberland County,86.6
NC,Currituck County,249.3
NC,Dare County,
NC,Davidson County,50
NC,Davie County,65.1
NC,Duplin County,153.2
NC,Durham County,46.3
NC,Edgecombe County,
NC,Forsyth County,91.8
NC,Franklin County,97.7
NC,Gaston County,62.6
NC,Gates County,
NC,Graham County,
NC,Granville County,61.9
NC,Greene County,147.1
NC,Guilford County,46
NC,Halifax County,
NC,Harnett County,73.2
NC,Haywood County,
NC,Henderson County,99.6
NC,Hertford County,
NC,Hoke County,47.8
NC,Hyde County,
NC,Iredell County,115.6
NC,Jackson County,
NC,Johnston County,78.2
NC,Jones County,164.7
NC,Lee County,
NC,Lenoir County,175.9
NC,Lincoln County,156.8
NC,McDowell County,
NC,Macon County,
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,120.3
NC,Mitchell County,
NC,Montgomery County,
NC,Moore County,70.8
NC,Nash County,92.9
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,154.7
NC,Orange County,
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,91.1
NC,Perquimans County,
NC,Person County,
NC,Pitt County,
NC,Polk County,121.9
NC,Randolph County,
NC,Richmond County,
NC,Robeson County,
NC,Rockingham County,91.3
NC,Rowan County,
NC,Rutherford County,128.4
NC,Sampson County,77.2
NC,Scotland County,
NC,Stanly County,
NC,Stokes County,87.8
NC,Surry County,79.9
NC,Swain County,
NC,Transylvania County,131.5
NC,Tyrrell County,
NC,Union County,81.2
NC,Vance County,
NC,Wake County,92.4
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,120.2
NC,Wilkes County,
NC,Wilson County,93
NC,Yadkin County,81.9
NC,Yancey County,
NC,Alamance County,139.5
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,202.5
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,150.2
NC,Brunswick County,282.8
NC,Buncombe County,
NC,Burke County,133.2
NC,Cabarrus County,122.5
NC,Caldwell County,
NC,Camden County,134.6
NC,Carteret County,
NC,Caswell County,133.2
NC,Catawba County,109.1
NC,Chatham County,85.7
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,182.1
NC,Columbus County,253.7
NC,Craven County,
NC,Cumberland County,145.4
NC,Currituck County,111
NC,Dare County,
NC,Davidson County,181.1
NC,Davie County,174.1
NC,Duplin County,
NC,Durham County,87.2
NC,Edgecombe County,
NC,Forsyth County,168.2
NC,Franklin County,101.1
NC,Gaston County,132.6
NC,Gates County,
NC,Graham County,
NC,Granville County,109.6
NC,Greene County,
NC,Guilford County,90
NC,Halifax County,
NC,Harnett County,84.7
NC,Haywood County,
NC,Henderson County,92.9
NC,Hertford County,
NC,Hoke County,416.4
NC,Hyde County,
NC,Iredell County,115.4
NC,Jackson County,
NC,Johnston County,173.5
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,
NC,McDowell County,
NC,Macon County,
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,157.3
NC,Mitchell County,
NC,Montgomery County,208.8
NC,Moore County,51.3
NC,Nash County,96.2
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,100.6
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,132.7
NC,Perquimans County,
NC,Person County,94.9
NC,Pitt County,155
NC,Polk County,111.5
NC,Randolph County,216
NC,Richmond County,
NC,Robeson County,216.3
NC,Rockingham County,105.3
NC,Rowan County,171.7
NC,Rutherford County,155.9
NC,Sampson County,144.2
NC,Scotland County,
NC,Stanly County,214.3
NC,Stokes County,122.5
NC,Surry County,188.3
NC,Swain County,
NC,Transylvania County,96.1
NC,Tyrrell County,
NC,Union County,168.9
NC,Vance County,
NC,Wake County,105.8
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,15.8
NC,Wilkes County,
NC,Wilson County,
NC,Yadkin County,158.5
NC,Yancey County,
NC,Alamance County,139.5
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,202.5
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,150.2
NC,Brunswick County,282.8
NC,Buncombe County,
NC,Burke County,133.2
NC,Cabarrus County,122.5
NC,Caldwell County,
NC,Camden County,134.6
NC,Carteret County,
NC,Caswell County,133.2
NC,Catawba County,109.1
NC,Chatham County,85.7
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,182.1
NC,Columbus County,253.7
NC,Craven County,
NC,Cumberland County,145.4
NC,Currituck County,111
NC,Dare County,
NC,Davidson County,181.1
NC,Davie County,174.1
NC,Duplin County,
NC,Durham County,87.2
NC,Edgecombe County,
NC,Forsyth County,168.2
NC,Franklin County,101.1
NC,Gaston County,132.6
NC,Gates County,
NC,Graham County,
NC,Granville County,109.6
NC,Greene County,
NC,Guilford County,90
NC,Halifax County,
NC,Harnett County,84.7
NC,Haywood County,
NC,Henderson County,92.9
NC,Hertford County,
NC,Hoke County,416.4
NC,Hyde County,
NC,Iredell County,115.4
NC,Jackson County,
NC,Johnston County,173.5
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,
NC,McDowell County,
NC,Macon County,
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,157.3
NC,Mitchell County,
NC,Montgomery County,208.8
NC,Moore County,51.3
NC,Nash County,96.2
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,100.6
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,132.7
NC,Perquimans County,
NC,Person County,94.9
NC,Pitt County,155
NC,Polk County,111.5
NC,Randolph County,216
NC,Richmond County,
NC,Robeson County,216.3
NC,Rockingham County,105.3
NC,Rowan County,171.7
NC,Rutherford County,155.9
NC,Sampson County,144.2
NC,Scotland County,
NC,Stanly County,214.3
NC,Stokes County,122.5
NC,Surry County,188.3
NC,Swain County,
NC,Transylvania County,96.1
NC,Tyrrell County,
NC,Union County,168.9
NC,Vance County,
NC,Wake County,105.8
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,15.8
NC,Wilkes County,
NC,Wilson County,
NC,Yadkin County,158.5
NC,Yancey County,
NC,Alamance County,139.5
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,202.5
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,150.2
NC,Brunswick County,282.8
NC,Buncombe County,
NC,Burke County,133.2
NC,Cabarrus County,122.5
NC,Caldwell County,
NC,Camden County,134.6
NC,Carteret County,
NC,Caswell County,133.2
NC,Catawba County,109.1
NC,Chatham County,85.7
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,182.1
NC,Columbus County,253.7
NC,Craven County,
NC,Cumberland County,145.4
NC,Currituck County,111
NC,Dare County,
NC,Davidson County,181.1
NC,Davie County,174.1
NC,Duplin County,
NC,Durham County,87.2
NC,Edgecombe County,
NC,Forsyth County,168.2
NC,Franklin County,101.1
NC,Gaston County,132.6
NC,Gates County,
NC,Graham County,
NC,Granville County,109.6
NC,Greene County,
NC,Guilford County,90
NC,Halifax County,
NC,Harnett County,84.7
NC,Haywood County,
NC,Henderson County,92.9
NC,Hertford County,
NC,Hoke County,416.4
NC,Hyde County,
NC,Iredell County,115.4
NC,Jackson County,
NC,Johnston County,173.5
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,
NC,McDowell County,
NC,Macon County,
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,157.3
NC,Mitchell County,
NC,Montgomery County,208.8
NC,Moore County,51.3
NC,Nash County,96.2
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,100.6
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,132.7
NC,Perquimans County,
NC,Person County,94.9
NC,Pitt County,155
NC,Polk County,111.5
NC,Randolph County,216
NC,Richmond County,
NC,Robeson County,216.3
NC,Rockingham County,105.3
NC,Rowan County,171.7
NC,Rutherford County,155.9
NC,Sampson County,144.2
NC,Scotland County,
NC,Stanly County,214.3
NC,Stokes County,122.5
NC,Surry County,188.3
NC,Swain County,
NC,Transylvania County,96.1
NC,Tyrrell County,
NC,Union County,168.9
NC,Vance County,
NC,Wake County,105.8
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,15.8
NC,Wilkes County,
NC,Wilson County,
NC,Yadkin County,158.5
NC,Yancey County,
NC,Alamance County,
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,398.1
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,465.4
NC,Brunswick County,316.9
NC,Buncombe County,
NC,Burke County,
NC,Cabarrus County,97.5
NC,Caldwell County,
NC,Camden County,
NC,Carteret County,
NC,Caswell County,
NC,Catawba County,
NC,Chatham County,265.9
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,313.2
NC,Columbus County,490.6
NC,Craven County,
NC,Cumberland County,450.3
NC,Currituck County,
NC,Dare County,
NC,Davidson County,
NC,Davie County,
NC,Duplin County,1041.1
NC,Durham County,
NC,Edgecombe County,
NC,Forsyth County,
NC,Franklin County,179
NC,Gaston County,331.2
NC,Gates County,
NC,Graham County,
NC,Granville County,192.8
NC,Greene County,
NC,Guilford County,
NC,Halifax County,
NC,Harnett County,513.3
NC,Haywood County,356.3
NC,Henderson County,
NC,Hertford County,
NC,Hoke County,404.1
NC,Hyde County,
NC,Iredell County,
NC,Jackson County,414.2
NC,Johnston County,203.2
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,270.6
NC,McDowell County,
NC,Macon County,449.2
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,217.6
NC,Mitchell County,
NC,Montgomery County,
NC,Moore County,367.8
NC,Nash County,173.7
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,268.4
NC,Perquimans County,
NC,Person County,
NC,Pitt County,
NC,Polk County,
NC,Randolph County,
NC,Richmond County,234.6
NC,Robeson County,411.6
NC,Rockingham County,
NC,Rowan County,
NC,Rutherford County,
NC,Sampson County,389.7
NC,Scotland County,426.5
NC,Stanly County,
NC,Stokes County,
NC,Surry County,
NC,Swain County,424.9
NC,Transylvania County,270.6
NC,Tyrrell County,
NC,Union County,633.4
NC,Vance County,
NC,Wake County,165.7
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,
NC,Wilkes County,
NC,Wilson County,
NC,Yadkin County,
NC,Yancey County,
NC,Alamance County,
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,510.2
NC,Brunswick County,533.4
NC,Buncombe County,
NC,Burke County,
NC,Cabarrus County,
NC,Caldwell County,
NC,Camden County,
NC,Carteret County,
NC,Caswell County,
NC,Catawba County,
NC,Chatham County,442.7
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,
NC,Columbus County,498.3
NC,Craven County,
NC,Cumberland County,613.2
NC,Currituck County,
NC,Dare County,
NC,Davidson County,
NC,Davie County,
NC,Duplin County,
NC,Durham County,
NC,Edgecombe County,
NC,Forsyth County,
NC,Franklin County,
NC,Gaston County,425.6
NC,Gates County,
NC,Graham County,
NC,Granville County,
NC,Greene County,
NC,Guilford County,
NC,Halifax County,
NC,Harnett County,711
NC,Haywood County,
NC,Henderson County,
NC,Hertford County,
NC,Hoke County,537.5
NC,Hyde County,
NC,Iredell County,
NC,Jackson County,554.6
NC,Johnston County,218.3
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,
NC,McDowell County,
NC,Macon County,1023.5
NC,Madison County,
NC,Martin County,
NC,Mecklenburg County,345
NC,Mitchell County,
NC,Montgomery County,
NC,Moore County,568.3
NC,Nash County,
NC,New Hanover County,
NC,Northampton County,
NC,Onslow County,
NC,Orange County,
NC,Pamlico County,
NC,Pasquotank County,
NC,Pender County,132.1
NC,Perquimans County,
NC,Person County,
NC,Pitt County,
NC,Polk County,
NC,Randolph County,
NC,Richmond County,504.5
NC,Robeson County,470.2
NC,Rockingham County,
NC,Rowan County,
NC,Rutherford County,
NC,Sampson County,246.3
NC,Scotland County,508.6
NC,Stanly County,
NC,Stokes County,
NC,Surry County,
NC,Swain County,592.8
NC,Transylvania County,
NC,Tyrrell County,
NC,Union County,
NC,Vance County,
NC,Wake County,330.4
NC,Warren County,
NC,Washington County,
NC,Watauga County,
NC,Wayne County,
NC,Wilkes County,
NC,Wilson County,
NC,Yadkin County,
NC,Yancey County,
NC,Alamance County,
NC,Alexander County,
NC,Alleghany County,
NC,Anson County,717.7
NC,Ashe County,
NC,Avery County,
NC,Beaufort County,
NC,Bertie County,
NC,Bladen County,381.8
NC,Brunswick County,
NC,Buncombe County,
NC,Burke County,
NC,Cabarrus County,
NC,Caldwell County,
NC,Camden County,
NC,Carteret County,
NC,Caswell County,
NC,Catawba County,
NC,Chatham County,
NC,Cherokee County,
NC,Chowan County,
NC,Clay County,
NC,Cleveland County,
NC,Columbus County,431.1
NC,Craven County,
NC,Cumberland County,348.8
NC,Currituck County,
NC,Dare County,
NC,Davidson County,
NC,Davie County,
NC,Duplin County,
NC,Durham County,
NC,Edgecombe County,
NC,Forsyth County,
NC,Franklin County,
NC,Gaston County,
NC,Gates County,
NC,Graham County,
NC,Granville County,
NC,Greene County,
NC,Guilford County,
NC,Halifax County,
NC,Harnett County,296.3
NC,Haywood County,280.3
NC,Henderson County,
NC,Hertford County,
NC,Hoke County,327.5
NC,Hyde County,
NC,Iredell County,
NC,Jackson County,
NC,Johnston County,
NC,Jones County,
NC,Lee County,
NC,Lenoir County,
NC,Lincoln County,
NC,McDowell County,
