LocationAbbr,LocationDesc,MortalityPer100k
IN,Lake County,224.8
IN,LaPorte County,226.1
IN,Lawrence County,
IN,Madison County,215
IN,Marion County,135.8
IN,Marshall County,178.5
IN,Martin County,
IN,Miami County,261.2
IN,Monroe County,
IN,Montgomery County,95.7
IN,Morgan County,130.3
IN,Newton County,228.7
IN,Noble County,188.6
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,193.3
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,173
IN,Scott County,
IN,Shelby County,137.1
IN,Spencer County,
IN,Starke County,218.8
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,158.4
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,203.9
IN,Warren County,120.4
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,221.3
IN,White County,
IN,Whitley County,210.5
IN,Adams County,198
IN,Allen County,279.6
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,152.5
IN,Brown County,
IN,Carroll County,
IN,Cass County,
IN,Clark County,42.4
IN,Clay County,
IN,Clinton County,91.5
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,
IN,Decatur County,
IN,DeKalb County,262.4
IN,Delaware County,282.6
IN,Dubois County,
IN,Elkhart County,223
IN,Fayette County,
IN,Floyd County,
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,130.4
IN,Gibson County,
IN,Grant County,476.5
IN,Greene County,
IN,Hamilton County,261.6
IN,Hancock County,302.4
IN,Harrison County,81.5
IN,Hendricks County,195
IN,Henry County,204.6
IN,Howard County,
IN,Huntington County,305.9
KS,Kansas,153.5
IN,Jackson County,
IN,Jasper County,233.2
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,153.9
IN,Knox County,
IN,Kosciusko County,245.1
IN,LaGrange County,225.2
IN,Lake County,250.8
IN,LaPorte County,342.4
IN,Lawrence County,
IN,Madison County,481.6
IN,Marion County,157.5
IN,Marshall County,217.2
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,152.5
IN,Newton County,268.2
IN,Noble County,251.3
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,217.5
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,206.8
IN,Scott County,
IN,Shelby County,158.8
IN,Spencer County,
IN,Starke County,301.6
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,306.2
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,359.3
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,281.2
IN,White County,
IN,Whitley County,290.7
IN,Adams County,187.5
IN,Allen County,158.8
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,98.4
IN,Brown County,
IN,Carroll County,
IN,Cass County,
IN,Clark County,
IN,Clay County,
IN,Clinton County,
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,
IN,Decatur County,
IN,DeKalb County,140.8
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,112.4
IN,Fayette County,
IN,Floyd County,232.3
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,92.3
IN,Hancock County,95.3
IN,Harrison County,100.2
IN,Hendricks County,106.6
IN,Henry County,
IN,Howard County,
IN,Huntington County,174.6
IN,Jackson County,
IN,Jasper County,196
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,106.8
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,186.5
IN,LaPorte County,127.1
IN,Lawrence County,
IN,Madison County,
IN,Marion County,100.7
IN,Marshall County,124.9
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,104.7
IN,Newton County,194.6
IN,Noble County,106.9
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,198.8
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,115.5
IN,Scott County,
IN,Shelby County,105.7
IN,Spencer County,
IN,Starke County,141.3
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,183.3
IN,White County,
IN,Whitley County,145.2
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,128.2
IN,Brown County,154
IN,Carroll County,
IN,Cass County,
IN,Clark County,165.2
IN,Clay County,
IN,Clinton County,79.7
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,131.9
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,173.2
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,89.9
IN,Hancock County,110.2
IN,Harrison County,178.5
IN,Hendricks County,160.3
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,153.4
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,171.1
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,176.2
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,84.8
IN,Marion County,163.3
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,169.2
IN,Newton County,181.3
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,135.4
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,166.4
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,128.2
IN,Brown County,154
IN,Carroll County,
IN,Cass County,
IN,Clark County,165.2
IN,Clay County,
IN,Clinton County,79.7
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,131.9
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,173.2
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,89.9
IN,Hancock County,110.2
IN,Harrison County,178.5
IN,Hendricks County,160.3
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,153.4
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,171.1
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,176.2
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,84.8
IN,Marion County,163.3
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,169.2
IN,Newton County,181.3
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,135.4
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,166.4
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,128.2
IN,Brown County,154
IN,Carroll County,
IN,Cass County,
IN,Clark County,165.2
IN,Clay County,
IN,Clinton County,79.7
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,131.9
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,173.2
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,89.9
IN,Hancock County,110.2
IN,Harrison County,178.5
IN,Hendricks County,160.3
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,153.4
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,171.1
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,176.2
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,84.8
IN,Marion County,163.3
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,169.2
IN,Newton County,181.3
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,135.4
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,166.4
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,
IN,Brown County,
IN,Carroll County,
IN,Cass County,
IN,Clark County,
IN,Clay County,1293.9
IN,Clinton County,
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,
IN,Fountain County,
KS,Allen County,377.7
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,
IN,Hancock County,
IN,Harrison County,
IN,Hendricks County,10.3
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,
IN,Knox County,
IN,Kosciusko County,
KS,Anderson County,347.6
IN,LaGrange County,
IN,Lake County,174
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,
IN,Marion County,
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,14.4
IN,Newton County,
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,177.7
IN,Parke County,212.5
IN,Perry County,
IN,Pike County,
IN,Porter County,
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
MT,Montana,365.1
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
IN,Blackford County,
IN,Boone County,
IN,Brown County,
IN,Carroll County,
IN,Cass County,
IN,Clark County,
IN,Clay County,
IN,Clinton County,
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,
IN,Hancock County,
IN,Harrison County,
IN,Hendricks County,
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,220.8
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,
IN,Marion County,
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,
IN,Newton County,
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Adams County,
IN,Allen County,
IN,Bartholomew County,
IN,Benton County,
KS,Atchison County,302.6
IN,Blackford County,
IN,Boone County,
IN,Brown County,
IN,Carroll County,
IN,Cass County,
IN,Clark County,
IN,Clay County,
IN,Clinton County,
IN,Crawford County,
IN,Daviess County,
IN,Dearborn County,
IN,Decatur County,
IN,DeKalb County,
IN,Delaware County,
IN,Dubois County,
IN,Elkhart County,
IN,Fayette County,
IN,Floyd County,
IN,Fountain County,
IN,Franklin County,
IN,Fulton County,
IN,Gibson County,
IN,Grant County,
IN,Greene County,
IN,Hamilton County,
IN,Hancock County,
IN,Harrison County,
IN,Hendricks County,
IN,Henry County,
IN,Howard County,
IN,Huntington County,
IN,Jackson County,
IN,Jasper County,
IN,Jay County,
IN,Jefferson County,
IN,Jennings County,
IN,Johnson County,
IN,Knox County,
IN,Kosciusko County,
IN,LaGrange County,
IN,Lake County,
KS,Barber County,399.5
IN,LaPorte County,
IN,Lawrence County,
IN,Madison County,
IN,Marion County,
IN,Marshall County,
IN,Martin County,
IN,Miami County,
IN,Monroe County,
IN,Montgomery County,
IN,Morgan County,
IN,Newton County,
IN,Noble County,
IN,Ohio County,
IN,Orange County,
IN,Owen County,
IN,Parke County,
IN,Perry County,
IN,Pike County,
IN,Porter County,
IN,Posey County,
IN,Pulaski County,
IN,Putnam County,
IN,Randolph County,
IN,Ripley County,
IN,Rush County,
IN,St. Joseph County,
IN,Scott County,
IN,Shelby County,
IN,Spencer County,
IN,Starke County,
IN,Steuben County,
IN,Sullivan County,
IN,Switzerland County,
IN,Tippecanoe County,
IN,Tipton County,
IN,Union County,
IN,Vanderburgh County,
IN,Vermillion County,
IN,Vigo County,
IN,Wabash County,
IN,Warren County,
KS,Barton County,320.1
IN,Warrick County,
IN,Washington County,
IN,Wayne County,
IN,Wells County,
IN,White County,
IN,Whitley County,
IN,Indiana,359.6
IN,Indiana,456.5
IN,Indiana,284.6
IN,Indiana,360.8
IN,Indiana,458.5
IN,Indiana,285.1
IN,Indiana,414.2
IN,Indiana,534.8
IN,Indiana,326.5
IN,Indiana,194.4
IN,Indiana,237.6
IN,Indiana,153.6
IN,Indiana,133.3
IN,Indiana,133.3
IN,Indiana,133.3
IN,Indiana,111
IN,Indiana,
IN,Indiana,
KS,Bourbon County,377.7
KS,Brown County,314.7
KS,Butler County,354.1
KS,Chase County,359
KS,Chautauqua County,377.9
KS,Cherokee County,452.1
KS,Cheyenne County,277.4
KS,Clark County,358.9
KS,Clay County,258.9
KS,Cloud County,316.8
KS,Coffey County,347.7
KS,Comanche County,431.8
KS,Cowley County,377.7
KS,Crawford County,426.9
KS,Decatur County,327.8
KS,Dickinson County,314.5
KS,Doniphan County,343.7
KS,Douglas County,265.2
KS,Edwards County,307.4
KS,Elk County,389.4
KS,Ellis County,286.2
KS,Ellsworth County,318.8
KS,Finney County,271.7
KS,Ford County,328.9
KS,Franklin County,290.6
KS,Geary County,337.4
KS,Gove County,332.8
KS,Graham County,334.4
KS,Grant County,355
KS,Gray County,290.2
KS,Greeley County,253
KS,Greenwood County,399.8
KS,Hamilton County,467.2
KS,Harper County,337.5
KS,Harvey County,308.9
KS,Haskell County,289.2
KS,Hodgeman County,284.1
KS,Jackson County,318.9
KS,Jefferson County,319.2
KS,Jewell County,338.7
KS,Johnson County,209.8
KS,Kearny County,278
KS,Kingman County,323.1
KS,Kiowa County,344
KS,Labette County,417.4
KS,Lane County,278.4
KS,Leavenworth County,299.9
KS,Lincoln County,321.3
KS,Linn County,360.5
KS,Logan County,350
KS,Lyon County,297.5
KS,McPherson County,302.9
KS,Marion County,298.9
KS,Marshall County,289.4
KS,Meade County,311.1
KS,Miami County,340.9
KS,Mitchell County,324.7
KS,Montgomery County,373.7
